


# Centrality indices at time 353
# Label Closeness Stress Betweenness
1 0.0000133781053927 379772 61369.9285353429700000
2 0.0000128849375081 158500 31878.6228910758400000
3 0.0000143143429717 16192376 905394.0810645020000000
4 0.0000125577657223 190226 28784.0127243034400000
5 0.0000092628614832 3659034 126968.4187602447200000
6 0.0000088633624052 1058762 49190.2920798858800000
7 0.0000096967816382 1901084 68105.7008331143400000
8 0.0000096967816382 1901084 68105.7008331143400000
9 0.0000088683930472 2329970 62328.2231439825000000
10 0.0000080649714097 0 0.0000000000000000
11 0.0000083995497841 290684 10519.8385836385680000
12 0.0000080352909981 0 0.0000000000000000
13 0.0000083673605998 167718 19754.0000000000000000
14 0.0000105687018464 0 0.0000000000000000
15 0.0000111507582516 271734 85684.2692759845700000
16 0.0000095228118959 29820 4216.4272019475170000
17 0.0000097168509629 226662 43899.7324119665700000
18 0.0000094267587975 18658 5501.6838994165280000
19 0.0000111409440836 0 0.0000000000000000
20 0.0000117896722471 61418 19754.0000000000000000
21 0.0000111409440836 0 0.0000000000000000
22 0.0000125179946173 382428 84172.5515459978600000
23 0.0000117955129869 76 25.5333333333333280
24 0.0000117896722471 61350 9889.6666666666680000
25 0.0000117950955992 138970 21381.2813287913450000
26 0.0000133367119670 2593542 558468.1296109670000000
27 0.0000118239648119 200 109.0190476190476400
28 0.0000125211294059 116022 12156.6645367783710000
29 0.0000113750113750 7736 2339.3233710733834000
30 0.0000119929960903 753636 103771.9348437067000000
31 0.0000118735232305 34624 4942.9067078482230000
32 0.0000092718793172 0 0.0000000000000000
33 0.0000095064263442 188514 30578.0730218926660000
34 0.0000092718793172 0 0.0000000000000000
35 0.0000101465156865 328066 72137.1690464879600000
36 0.0000090800955226 0 0.0000000000000000
37 0.0000090800955226 0 0.0000000000000000
38 0.0000099114903908 147338 28306.4701562188700000
39 0.0000093662776539 34596 7728.2338861004660000
40 0.0000104876769795 18628 3836.8328368014486000
41 0.0000109575831955 247514 58145.1239831485600000
42 0.0000103476821192 6086 3059.0562104562327000
43 0.0000115668447961 275542 67374.4858879097900000
44 0.0000104017142025 174920 37336.0140234639700000
45 0.0000122520491552 751576 190591.5170968131600000
46 0.0000094203649449 85140 15948.1243214291200000
47 0.0000098793728574 188562 38947.2212675222250000
48 0.0000090021154971 42552 6084.1243214306905000
49 0.0000114978211629 0 0.0000000000000000
50 0.0000121900675330 114998 9878.0000000000000000
51 0.0000105519737467 0 0.0000000000000000
52 0.0000111321384838 807536 75809.3137221529900000
53 0.0000110170985369 208622 13124.5073739453510000
54 0.0000104831692717 95248 4481.6773553587740000
55 0.0000116498520469 1573554 127936.4501923043600000
56 0.0000104752626672 18428 3220.4225247708550000
57 0.0000108412836080 70912 17291.1618721712660000
58 0.0000103734439834 7656 3668.9828448125763000
59 0.0000117658132530 115736 12845.0522428032960000
60 0.0000117656748203 30530 2967.0522428037620000
61 0.0000123152709360 210724 26660.9098694037860000
62 0.0000111196361655 0 0.0000000000000000
63 0.0000089763383721 25276 3840.8756785700760000
64 0.0000093906412869 52300 13667.8756785708900000
65 0.0000086209869306 52 49.0000000000000000
66 0.0000118521327913 0 0.0000000000000000
67 0.0000125890676536 1156584 279159.0808891480000000
68 0.0000094489379394 0 0.0000000000000000
69 0.0000118467972184 0 0.0000000000000000
70 0.0000119206561129 270760 71946.2930732323700000
71 0.0000125787745758 546478 156756.3903680303500000
72 0.0000104553296043 15040 4168.9354978355120000
