


# Centrality indices at time 9000
# Label Closeness Stress Betweenness
1 3.0296343001261032 214 58.8685710656864500
2 2.6582597730138717 3668 811.1923472454228000
3 3.6746532156368223 85 33.5309440559440550
4 3.3814627994955866 33 9.2261904761904760
5 4.1437578814627996 0 0.0000000000000000
6 4.0264817150063050 85 17.9746935756551130
7 3.5573770491803276 468 117.1872172949002100
8 2.7168978562421184 1503 456.7184022607763000
9 2.8537200504413622 358 76.4151654955181000
10 3.7919293820933166 600 84.3721338490569100
11 3.3619167717528375 214 63.0086097236097200
12 4.1437578814627996 0 0.0000000000000000
13 3.8701134930643124 0 0.0000000000000000
14 3.4987389659520810 1164 211.4454069684745100
15 2.8146279949558637 816 199.3773606188474600
16 3.0687263556116020 453 115.9458392681519600
17 3.1860025220680960 65 12.0139194139194120
18 3.1078184110970994 1801 455.0449257998987500
19 3.1664564943253470 271 50.9330855667159600
20 3.0882723833543510 237 55.2943670432131850
21 2.6973518284993694 1490 339.4005697918925600
22 3.1860025220680960 238 47.2376121741506340
23 4.0851197982345520 0 0.0000000000000000
24 3.0687263556116020 627 176.0928640134467000
25 3.4010088272383356 159 27.5572562053331300
26 3.7723833543505670 38 7.1746642246642240
27 3.5573770491803276 93 16.8020757020757000
28 3.0687263556116020 423 116.8067488530856200
29 2.7755359394703656 1244 259.2135266465622300
30 3.3228247162673390 819 222.8279481202558300
31 3.0687263556116020 507 132.1308807004960800
32 4.0851197982345520 0 0.0000000000000000
33 4.4174022698612860 763 131.1538461538461600
34 2.8928121059268600 721 201.9024551303398000
35 3.3228247162673390 228 68.7441814595660600
36 4.3001261034047920 0 0.0000000000000000
37 2.4432534678436317 3816 972.7237917822281000
38 2.6387137452711227 1991 479.4277022006491500
39 3.2250945775535937 395 106.2870245139475900
40 2.9514501891551075 1065 271.2057827649487000
41 2.5605296343001260 1942 564.5693450041907000
42 3.2641866330390923 766 88.5091492687376200
43 3.0687263556116020 443 117.7493246070169300
44 3.1664564943253470 866 246.8017234901850500
45 3.3814627994955866 147 39.7548590298590300
46 3.0491803278688527 693 147.1895639070123000
47 4.1242118537200500 9 4.4777049873203720
48 3.0491803278688527 324 68.0668073593073500
49 4.1437578814627996 0 0.0000000000000000
50 4.2414880201765450 7 4.0538461538461540
51 2.9709962168978565 491 133.3650614342922000
52 3.1664564943253470 986 332.2150116924975000
53 3.0687263556116020 294 75.1074405295559000
54 4.0264817150063050 15 4.1134615384615385
55 2.9709962168978565 1589 391.3951308992788000
56 3.7919293820933166 25 3.5310650887573960
57 4.4955863808322825 2 0.5961538461538461
58 3.1664564943253470 1286 335.2304828761779000
59 4.2414880201765450 0 0.0000000000000000
60 2.9905422446406056 419 81.5461660532872200
61 5.3947036569987390 0 0.0000000000000000
62 3.4401008827238333 258 57.3742074592074600
%END%



# Centrality indices at time 9000
# Label Closeness Stress Betweenness
1 2.8132318501170960 272 75.8848022017665000
2 2.7769320843091340 3403 748.4496345774368000
3 3.4484777517564402 94 36.4875463821892440
4 3.1762295081967220 35 9.6189625850340140
5 3.9203747072599530 0 0.0000000000000000
6 4.3922716627634660 78 15.7066599075527670
7 3.9203747072599530 473 115.5289428694611500
8 2.7769320843091340 1486 429.4812978151918000
9 2.7043325526932085 374 85.7035888164180300
10 4.1744730679156910 584 76.9433746808746800
11 3.0854800936768148 220 64.8996279117707900
12 3.9203747072599530 0 0.0000000000000000
13 3.6299765807962530 0 0.0000000000000000
14 3.8840749414519910 1182 205.7318587036269800
15 2.5591334894613587 976 246.4105479813450500
16 2.8858313817330210 523 127.5388678815662000
17 2.9584309133489460 69 11.6381802721088420
18 3.3758782201405153 1686 418.1346789994923000
19 2.8858313817330210 295 50.6047443797008100
20 3.2488290398126467 213 46.0616370534227640
21 2.5409836065573770 1588 381.4604972577752000
22 2.9039812646370025 252 50.7575228343085400
