# Centrality indices at time 13
# Label Closeness Stress Betweenness
1 0.0476190476190476 1 0.3333333333333333
2 0.0769230769230769 446 106.5183608126291000
3 0.0454545454545455 15 5.8095238095238090
4 0.0434782608695652 0 0.0000000000000000
5 0.0357142857142857 0 0.0000000000000000
6 0.0500000000000000 3 0.8333333333333333
7 0.0588235294117647 38 7.6581677671921575
8 0.0714285714285714 157 30.1232369933589440
9 0.0555555555555556 28 4.8202923093167000
10 0.0555555555555556 20 3.0833333333333335
11 0.0500000000000000 22 4.0939610389610390
12 0.0357142857142857 0 0.0000000000000000
13 0.0416666666666667 0 0.0000000000000000
14 0.0588235294117647 60 11.5748344338588240
15 0.0526315789473684 57 10.7717114863456320
16 0.0500000000000000 52 8.9019007415348880
17 0.0476190476190476 0 0.0000000000000000
18 0.0714285714285714 311 92.3656418243003500
19 0.0500000000000000 44 8.7836228811838580
20 0.0666666666666667 22 2.1432051282051283
21 0.0588235294117647 210 54.1651552377162200
22 0.0500000000000000 14 0.7996336996336996
23 0.0500000000000000 0 0.0000000000000000
24 0.0526315789473684 51 9.8191603112334820
25 0.0416666666666667 6 0.4615384615384616
26 0.0526315789473684 2 0.5833333333333333
27 0.0555555555555556 4 0.7833333333333333
28 0.0666666666666667 48 13.7700908441152330
29 0.0666666666666667 142 29.7948781029268870
30 0.0434782608695652 71 10.9721112221112240
31 0.0588235294117647 90 22.9900549450549430
32 0.0555555555555556 0 0.0000000000000000
33 0.0454545454545455 26 6.0000000000000000
34 0.0555555555555556 81 22.5600233100233100
35 0.0500000000000000 36 12.1452380952380960
36 0.0344827586206897 0 0.0000000000000000
37 0.0714285714285714 394 90.8910579528872200
38 0.0625000000000000 205 55.6187390658122350
39 0.0500000000000000 45 14.3952380952380960
40 0.0588235294117647 92 17.3249090205187780
41 0.0625000000000000 282 65.4453776575727800
42 0.0625000000000000 145 18.7492315678901030
43 0.0526315789473684 48 10.2067071817071800
44 0.0476190476190476 40 9.9095238095238080
45 0.0476190476190476 7 0.4500000000000000
46 0.0476190476190476 64 6.7241035387376860
47 0.0370370370370370 0 0.0000000000000000
48 0.0588235294117647 40 7.9362626262626270
49 0.0476190476190476 0 0.0000000000000000
50 0.0384615384615385 1 0.5000000000000000
51 0.0500000000000000 25 5.5344794094794100
52 0.0454545454545455 68 16.0433838519204350
53 0.0526315789473684 36 5.4831501831501830
54 0.0370370370370370 0 0.0000000000000000
55 0.0666666666666667 136 30.4183853544829150
56 0.0400000000000000 3 0.2307692307692308
57 0.0434782608695652 0 0.0000000000000000
58 0.0666666666666667 126 26.3997434543776000
59 0.0384615384615385 0 0.0000000000000000
60 0.0526315789473684 35 3.9063564484296190
