


# Centrality indices at time 46500
# Label Closeness Stress Betweenness
1 15.0090982701509020 391177 48522.7147986643200000
2 15.5768899521531080 340409 40934.5879031641100000
3 14.0169782848730210 15059040 845201.2896730411000000
4 15.9991976444608020 96753 14258.1614394695950000
5 22.0489068825910900 2894577 107545.0633109468600000
6 23.0248619801251380 1394579 74711.2654942304200000
7 21.0689105631210900 1492002 55883.3022848440740000
8 21.0689105631210900 1492002 55883.3022848440740000
9 23.0208207581891780 1371921 31302.0495613477250000
10 25.2556164887743830 0 0.0000000000000000
11 24.2554140596245840 179752 5559.0750349650350000
12 24.9868752300331240 0 0.0000000000000000
13 23.9866728008833260 88259 9882.0000000000000000
14 19.3756385719543580 0 0.0000000000000000
15 18.3754361428045600 147870 42511.7194364726000000
16 21.4002907618697100 16759 2626.6267368693360000
17 20.9961685682738270 128206 23318.7348442029650000
18 21.5983106367316900 9462 3365.5372263798180000
19 18.2865292602134670 0 0.0000000000000000
20 17.2863268310636720 33179 9862.0363636363640000
21 18.2865292602134670 0 0.0000000000000000
22 16.2901656238498340 460281 103269.5148862630900000
23 17.2802649981597370 49 18.3000000000000000
24 17.2903680529996320 33159 4949.3181818181830000
25 17.2742031652558000 175719 22775.0579587169100000
26 15.2980456385719530 3148455 673178.4757864088000000
27 17.2418733897681270 209 98.5704545454545500
28 16.2861244019138740 65101 6059.5798906356860000
29 17.9450460066249530 6837 1938.7334833348470000
30 17.0377916820022040 650235 95841.7484025683400000
31 17.1873168936326800 21470 3269.4511100319182000
32 21.9963709974236250 0 0.0000000000000000
33 21.4912182554287800 105847 16208.2118592581720000
34 21.9963709974236250 0 0.0000000000000000
35 20.0969966875230030 473737 112944.3695161369300000
36 22.4914206845785800 0 0.0000000000000000
37 22.4914206845785800 0 0.0000000000000000
38 20.6142730953257250 83148 14641.2304617146000000
39 21.7943099006256880 17987 4355.7410638300780000
40 19.4665660655134330 11429 2102.7809090909095000
41 18.6724659550975320 139535 29535.3429941822030000
42 19.7110599926389370 3433 1859.8147402597410000
43 17.7025726904674270 155047 34084.3902669095000000
44 19.6565034965034930 98480 19113.2513708054870000
45 16.7266175929333800 753068 183378.0125959537700000
